코드,배송처명,통합도매장,권역,누적배송료
7312165,모닝펍(여의도),모닝펍(여의도),수도권,68820
7312166,마산 로봇랜드,마산 로봇랜드,경상권,10960
7312167,엔포드 호텔,엔포드 호텔,충청권,7320
7312168,가평)GS칼텍스인재개발원,가평)GS칼텍스인재개발원,수도권,36230
7312169,대한항공라운지(제2여객터미널),대한항공라운지(제2여객터미널),수도권,42000
7312171,본가대성집,본가대성집,강원권,10200
7312172,비케이라운지,비케이라운지,강원권,26720
7312173,시그니엘 부산,시그니엘 부산,경상권,1370
7312174,증비치,증비치,강원권,10200
7312175,(주)아모제푸드,(주)아모제푸드,수도권,870
7312176,루프탑 서아진,루프탑 서아진,수도권,667720
7312178,쏠비치 남해,쏠비치 남해,경상권,13200
7312182,노보텔앰배서더호텔(수원),노보텔앰배서더호텔(수원),수도권,13440
7312183,(주)게르츠코리아,(주)게르츠코리아,수도권,113570
7312184,해운대비치 레스트필드,해운대비치 레스트필드,경상권,57600
7312186,홈마리나,홈마리나,강원권,14710
7312189,(주)아모제푸드(제1여객터미널),(주)아모제푸드(제1여객터미널),수도권,9020
7312192,자은도 씨원리조트(신안),자은도 씨원리조트(신안),전라권,34840
7312197,스파 해수랑,스파 해수랑,경상권,6850
7312215,가평)이지수상레저,가평)이지수상레저,수도권,4350
7312216,용인)멜팅소울,용인)멜팅소울,수도권,4350
7312221,동해골뱅이(동여의도),동해골뱅이(동여의도),수도권,20750
7312224,에이치제이푸드,에이치제이푸드,전라권,5680
7312225,곤지암리조트 느티나무 바베큐,곤지암리조트 느티나무 바베큐,수도권,5880
80011,뉴월드제주,뉴월드제주,제주권,7795000
80126,신양상사사천,신양상사사천,경상권,100980
80127,경성주류대구,경성주류대구,경상권,1390420
80162,현대주류판매포항,현대주류판매포항,경상권,270140
80200,에이리커컴퍼니대구,에이리커컴퍼니대구(통합),경상권,2756480
80280,대성주류신안,대성주류신안,전라권,515090
80291,동남㈜부산CC,(주)동남(통합),경상권,38060
80304,우성상사전남,우성상사전남,전라권,25560
80323,우리종합주류강원,우리종합주류강원,강원권,120010
80372,동광주류판매(주),동광주류판매(주),수도권,106780
80453,주식회사 창신주류,주식회사 창신주류,수도권,337120
80468,이스타항공(주)인천,이스타항공(주)인천,수도권,96000
80475,주당(주),주당(주),수도권,146720
80497,삼원주류판매(명),삼원주류판매(명),강원권,139370
80498,제일실업(자),제일실업(자),경상권,130780
80579,중앙주류(유),중앙주류(유),충청권,81610
80590,합동상사문경,합동상사문경,경상권,7920
80693,세화주류창원,세화주류창원,경상권,3255120
80742,선진주류가정,선진주류가정,수도권,150560
80786,대하상사(자),대하상사(자),경상권,58080
80799,생필체인서원,생필체인서원,경상권,13200
80931,나인주류금정,나인주류금정,경상권,612840
80932,삼척주류판매,삼척주류판매,강원권,107280
80943,전북전주수퍼마켓협동NEW,전북전주수퍼마켓협동NEW,전라권,1677660
80970,삼진(주)텍사스거리,(주)삼진(통합),경상권,2775300
80983,종일상사(유)유흥,종일상사(유)유흥,수도권,7830
81233,케이엠에스,케이엠에스,경상권,14570
81337,케이주류(주),케이주류(주),수도권,369680
81346,생필체인(주)수퍼,생필체인(주)수퍼,경상권,3056080
81385,경주주류판매,경주주류판매,경상권,227050
81454,삼원상사(유),삼원상사(유),전라권,120300
81584,한빛종합주류,한빛종합주류,전라권,246800
81588,(유)보성주류상사(상주),(유)보성주류상사(상주),경상권,120000
81621,(유)신합상사(오전배송),(유)신합상사(오전배송)(통합),수도권,1610360
81651,(유)유일종합주류,(유)유일종합주류,수도권,41290
81671,대진슈퍼체인,대진슈퍼체인,수도권,4478240
81695,(합)봉평주류합동,(합)봉평주류합동,강원권,187850
81729,합자회사동해종합주류,합자회사동해종합주류,경상권,99520
81731,서광주류(자),서광주류(자),수도권,674440
81748,코레일 유통 주식회사,코레일 유통 주식회사,수도권,18040
81830,퀀텀리커 주식회사,퀀텀리커 주식회사,수도권,73194210
81835,{합자)남해주류판매 대구,{합자)남해주류판매 대구,경상권,178060
81856,(주)아성주류상사CJ,(주)아성주류상사CJ,충청권,1141050
81873,(합)청도코리아,(합)청도코리아,수도권,785590
81874,주식회사 미소주류,주식회사 미소주류,수도권,1265285
81877,주식회사 판다주류,주식회사 판다주류,수도권,1488630
81891,(주)성학주류,(주)성학주류,수도권,1581160
81895,(주)사가명주,(주)사가명주,수도권,396130
81896,주식회사 덕원,주식회사 덕원,경상권,239500
81909,바른주류판매(유),바른주류판매(유),전라권,578060
81940,(유)디케이종합주류,(유)디케이종합주류,수도권,104610
81945,(주)엠케이펍,(주)엠케이펍,수도권,36000
81982,(주)계벽삼주,(주)계벽삼주,수도권,125170
81995,(자)중국주류,(자)중국주류(통합),수도권,1752580
81997,(주)서정주류,(주)서정주류,수도권,641470
82010,(주)성우종합주류,(주)성우종합주류,수도권,230730
83636,(유)세종주류,(유)세종주류,충청권,171070
83651,광신주류(주) 클럽디,광신주류(주) 클럽디(통합),경상권,566120
83652,(자)해동산업,(자)해동산업,경상권,47520
83653,(자)케이주류 안산,(자)케이주류 안산,수도권,47970
83675,한국쥬맥스(주),한국쥬맥스(주),수도권,178350
83721,화산세계주류주식회사_브루락,화산세계주류주식회사_브루락(통합),경상권,1399710
83742,(주)금양인터내셔날,(주)금양인터내셔날,수도권,5784640
83757,(유)태양주류_ALSM,(유)태양주류_ALSM,수도권,870
83763,(유)미라클수입주류상사,(유)미라클수입주류상사,수도권,1567630
83768,프레시스(주),프레시스(주),제주권,617500
83770,세계주류마켓,세계주류㈜춘천(통합),강원권,18840
83790,(주)신우유통 ALSM,(주)신우유통 ALSM,경상권,7243895
83793,(주)종로맥가,(주)종로맥가,충청권,157800
83797,합자회사 엔에스주류,합자회사 엔에스주류,충청권,3660
83848,(주)금성종합주류,(주)금성종합주류,경상권,116580
83854,주식회사글로벌제너레이션,주식회사글로벌제너레이션,수도권,315000
83855,(자)서부기업,(자)서부기업,경상권,57080
83863,(주)밸류플러스,(주)밸류플러스,수도권,87900
83874,플러스월드(주),플러스월드(주),제주권,75000
83875,(유)일신중국주류,(유)일신중국주류,전라권,2560780
83891,주식회사 부산종합유통,주식회사 부산종합유통,경상권,1959950
83947,성실주류판매(자),성실주류판매(자),전라권,170900
83958,포도주류유한회사_클럽(의왕),포도주류유한회사_클럽(의왕),수도권,3445750
84010,비엠미디어,비엠미디어,수도권,5040
84012,에이리커컴퍼니_GOVASON,에이리커컴퍼니대구(통합),경상권,331750
84013,(자)보성주류,(자)보성주류,경상권,570710
84024,(유)정성주류,(유)정성주류,수도권,200690
84042,(유한)을지식품,(유한)을지식품,수도권,842610
84083,(주)이반유통,(주)이반유통,수도권,423840
84117,유한회사 신동주류,유한회사 신동주류,수도권,188400
84127,아람주류주식회사,아람주류주식회사,수도권,73360
84130,만두유통(주)가양,(유)만두유통(통합),수도권,1225460
84147,(자)한진산업_GOVASON,한진산업(자)(통합),경상권,621360
84148,(자)호담주류_GOVASON,호담주류대구(통합),경상권,991740
84153,(유)청담주류,(유)청담주류(통합),수도권,371320
84160,에스디마켓,에스디마켓,수도권,90000
84171,(주)청담주류,(유)청담주류(통합),수도권,232790
84177,(주)부산롯데호텔,(주)부산롯데호텔,경상권,48000
84189,(주)서울랜드_쌈이맛,(주)서울랜드_쌈이맛,수도권,5040
84192,주식회사 원주류,주식회사 원주류,수도권,360910
85324,에프에이앰(주)_대구FC,에프에이앰(주)_대구FC,경상권,27400
85470,엠디워크스,엠디워크스,수도권,1148570
85497,에버미라클호텔 주식회사,에버미라클호텔 주식회사,경상권,1370
85499,주식회사 와인하우스_메리모나크,주식회사 와인하우스_메리모나크,경상권,2740
85507,합명회사천지주류,합명회사천지주류,전라권,101080
85562,(주)농심_호텔농심,(주)농심_호텔농심,경상권,5480
85619,신일주류(유)_맥구피,(유)신일주류(통합),경상권,469270
85628,국제주류경남_코엔엠,국제주류경남_코엔엠,경상권,3528690
85634,주식회사 대명주류,주식회사 대명주류,제주권,80000
85638,주식회사 엠에스컴퍼니,주식회사 엠에스컴퍼니,경상권,609560
85720,서영주류판매(유)_ThursdayParty,서영주류판매(유)(통합),수도권,572285
85740,주식회사 팀프주류,주식회사 팀프주류,수도권,23190
85743,트레이드제이,트레이드제이,수도권,650610
85748,교촌필방,교촌필방,수도권,5040
85751,서영주류판매(유)_고래맥주창고,서영주류판매(유)(통합),수도권,2880870
85753,세계주류(주)신림_고양하치장,세계주류(주)신림_고양하치장,수도권,5024200
85814,신세계수입주류(합)_고래맥주창고,신세계수입주류(합)_고래맥주창고,경상권,886240
85820,아모제푸드(주)_테르메덴,아모제푸드(주)_테르메덴,수도권,33600
85827,해동주류(주)_파운틴,해동주류(주)_파운틴,수도권,1932960
85829,에어로케이항공(주),에어로케이항공(주),수도권,74400
85831,(주)남원,(주)남원,강원권,233650
85832,대정(주)_고양하치장,대정 주식회사(통합),수도권,1976960
85857,주식회사 코스니크,주식회사 코스니크,수도권,53630
85896,해동주류(주)_CGV,해동주류(주)_CGV,수도권,1058250
85921,합명회사 북광주류,합명회사 북광주류,수도권,166570
85937,롯데지알에스(주),롯데지알에스(주),경상권,1163670
85943,포도주류분당_프랜차이즈,포도주류분당_프랜차이즈,수도권,5973440
85971,(자)금성종합주류상사,(자)금성종합주류상사,충청권,51390
85976,중앙종합주류(유)_프랜차이즈,중앙종합주류(유)_프랜차이즈,수도권,2637110
85984,(주)영남유통,(주)영남유통,경상권,182470
85989,나산주류상사_인서울CC,나산주류상사(통합),수도권,351050
86009,대화주류(주)_프랜차이즈,대화주류(주)(통합),수도권,135840
86010,(자)중국주류_프랜차이즈,(자)중국주류(통합),수도권,623980
86016,유한회사 동하주류,유한회사 동하주류,수도권,690580
86022,(유)디오니_스포츠,(유)디오니(통합),전라권,3972910
86023,백산주류(유)_클럽,백산주류(유)_클럽(통합),수도권,1203350
86024,용우상사(유)_슈가레이,(유)용우상사(통합),수도권,730710
86036,동양주류(주)_대구FC,동양주류(주)(통합),경상권,241920
86088,주식회사 디케이엘종합주류,주식회사 디케이엘종합주류,수도권,108040
86090,황재주류(주)_BAY CLUB,황재주류(주)(통합),경상권,25200
86093,스탠포드호텔앤리조트 주식회사,스탠포드호텔앤리조트 주식회사,경상권,1370
86141,비어벨트코리아,비어벨트코리아,수도권,1616450
86165,신세계수입주류(합)_썰스데이파티,신세계수입주류(합)_썰스데이파티,경상권,2082860
86172,CJ프레시웨이,CJ프레시웨이,수도권,355590
86224,신태산주류(합)_프린세스CC,신태산주류(합)_프린세스CC,충청권,33730
86225,대정_고양하치장_프랜차이즈,대정 주식회사(통합),수도권,667270
86226,대정_프랜차이즈,대정 주식회사(통합),수도권,940580
86259,케이엔씨체인㈜,케이엔씨체인㈜,수도권,475200
86261,(주)문화체인,(주)문화체인,수도권,239910
86268,대영주류(주)_갓잇,대영주류(주)_갓잇(통합),수도권,1013250
86269,비에스㈜,비에스㈜,경상권,542400
86275,대진주류㈜남양주_Hotel,대진주류㈜남양주_Hotel,수도권,1841440
86287,동산주류상사(주)_유성CC,동산주류상사(주)_유성CC,충청권,11700
86305,진양상사_송쭈집,진양상사_송쭈집,수도권,85080
86317,의창실업(주)_더블린,의창실업(주)(통합),수도권,637330
86318,논홉,논홉,수도권,96000
86319,제논컴퍼니,제논컴퍼니,경상권,137210
86322,만두유통(유)_아웃백,(유)만두유통(통합),수도권,4065500
86340,다함주류(유)_코르크,다함주류(유)(통합),수도권,53280
86346,디에이치로직스 주식회사,디에이치로직스 주식회사,수도권,49350
86347,동북아체인본부㈜,동북아체인본부㈜,수도권,96000
86360,유한회사 에이스주류,유한회사 에이스주류,경상권,642600
86363,서린주류주식_Morning,서린주류주식회사(통합),수도권,763850
86365,주식회사 판다주류제주,주식회사 판다주류제주,제주권,2180000
86368,춘파(합자),춘파(합자),수도권,8400
86392,청호주류합명회사_디아너스CC,청호주류합명회사(통합),충청권,33600
86409,우성식품(주)_페스티벌,우성식품(통합),수도권,461460
86411,대명주류상사(유)_한림용인cc,대명주류상사(유)_한림용인cc(통합),수도권,618180
86424,세계주류(주)춘천_ALSM,세계주류㈜춘천(통합),강원권,236160
86425,주식회사 태양수입주류,주식회사 태양수입주류,경상권,706600
86442,정현종합주류주식회사_프랜차이즈,정현종합주류주식회사_프랜차이즈,수도권,170870
86458,스테츠글로벌 주식회사,스테츠글로벌 주식회사,수도권,52800
86459,대덕상사(주)_Thursday Party,대덕상사(주)_Thursday Party,충청권,308040
86464,엠케이펍(MKPUB/성동),엠케이펍(MKPUB/성동),수도권,78000
86468,유일상사(주)_MacFries,유일상사(주)(통합),충청권,156400
86484,명성주류(주),명성주류(주),수도권,121720
86486,(주)위펀풀필먼트,(주)위펀풀필먼트,수도권,342000
86500,서영주류판매(유)_CLUB,서영주류판매(유)(통합),수도권,592520
86501,(주)대한슈퍼체인,(주)대한슈퍼체인,경상권,479350
86531,(명)삼화주판,(명)삼화주판,경상권,7920
86546,주식회사 세정종합주류,주식회사 세정종합주류,수도권,78380
86560,주식회사 대정_호텔,대정 주식회사(통합),수도권,469350
86581,(명)평창주류합동,(명)평창주류합동,강원권,44850
86587,고성주류(중랑),고성주류(중랑),수도권,16400
86589,(합자) 증평주류합동,(합자) 증평주류합동,충청권,13420
86594,(주)케이제이월드,(주)케이제이월드,수도권,104400
86607,장천주류㈜,장천주류㈜,충청권,2440
86617,천안상사㈜,천안상사㈜,충청권,31500
86636,의성경신(자),의성경신(자),경상권,3960
